capa,cabeza,bits,ratio_q2,veredicto
22,14,4,1.029841272501381,cerca
22,14,8,1.0351552177793415,cerca
22,15,4,1.048888298374658,cerca
22,15,8,1.0508122914508053,cerca
23,0,4,1.0331055130149527,cerca
23,0,8,1.0322726207655755,cerca
23,1,4,1.024723800460159,cerca
23,1,8,1.022917014812988,cerca
23,2,4,1.0077819818593137,cerca
23,2,8,1.0134080404673627,cerca
23,3,4,1.0330623254923896,cerca
23,3,8,1.033305529891774,cerca
23,4,4,1.0261182218048897,cerca
23,4,8,1.0276650332423527,cerca
23,5,4,1.021811707013538,cerca
23,5,8,1.0253847746071612,cerca
23,6,4,1.031878619414813,cerca
23,6,8,1.0268564865535812,cerca
23,7,4,1.0164849665533475,cerca
23,7,8,1.019076535371718,cerca
23,8,4,1.027898643128462,cerca
23,8,8,1.028722946779517,cerca
23,9,4,1.020457825731075,cerca
23,9,8,1.0221124307550447,cerca
23,10,4,1.0329055305313497,cerca
23,10,8,1.0358108437164346,cerca
23,11,4,1.0110471006768749,cerca
23,11,8,1.0084810441730416,cerca
23,12,4,1.0153070933936235,cerca
23,12,8,1.0114088054121628,cerca
23,13,4,1.0332225044960306,cerca
23,13,8,1.0302882748512394,cerca
23,14,4,1.0290329847923656,cerca
23,14,8,1.033693759765173,cerca
23,15,4,1.0478573509625306,cerca
23,15,8,1.0499092207183645,cerca
