capa,cabeza,bits,ratio_q2,veredicto
7,0,4,1.0320891830107528,cerca
7,0,8,1.0350700189190047,cerca
7,1,4,1.0237991694331723,cerca
7,1,8,1.0261958362885772,cerca
7,2,4,1.048825122076028,cerca
7,2,8,1.0447650111293145,cerca
7,3,4,1.02861887712692,cerca
7,3,8,1.023393303717572,cerca
7,4,4,1.042984718351549,cerca
7,4,8,1.0440269830885078,cerca
7,5,4,1.0337162052475055,cerca
7,5,8,1.0308826885664535,cerca
7,6,4,1.0392168561446915,cerca
7,6,8,1.0409294825140871,cerca
7,7,4,1.0320124508742414,cerca
7,7,8,1.040016886663564,cerca
7,8,4,1.0229929420499955,cerca
7,8,8,1.0242975210531593,cerca
7,9,4,1.0256809413156585,cerca
7,9,8,1.0258226211367096,cerca
7,10,4,1.0279778611728876,cerca
7,10,8,1.0234785535481004,cerca
7,11,4,1.0208251222094498,cerca
7,11,8,1.0209930996179581,cerca
8,0,4,1.028111821907773,cerca
8,0,8,1.027141346297441,cerca
8,1,4,1.0437684805494605,cerca
8,1,8,1.0409424143183965,cerca
8,2,4,1.0040262702043723,cerca
8,2,8,1.010824180561481,cerca
8,3,4,1.0202800306213224,cerca
8,3,8,1.0276500810866767,cerca
8,4,4,1.0190299438520427,cerca
8,4,8,1.018870414740361,cerca
8,5,4,1.0260143380433366,cerca
8,5,8,1.029706943150624,cerca
8,6,4,1.0404143231948872,cerca
8,6,8,1.043485685586745,cerca
8,7,4,1.0154146704103781,cerca
8,7,8,1.011251548630306,cerca
8,8,4,1.0162491232660966,cerca
8,8,8,1.0047858082947398,cerca
8,9,4,1.0047949327130723,cerca
8,9,8,1.0096289035561725,cerca
8,10,4,1.0282555592281275,cerca
8,10,8,1.0272484973069798,cerca
8,11,4,1.0074961815648997,cerca
8,11,8,1.0075376743562094,cerca
9,0,4,1.024012765650082,cerca
9,0,8,1.0253184024753328,cerca
9,1,4,1.0435483106143957,cerca
9,1,8,1.0398760754633591,cerca
9,2,4,1.0265754963452176,cerca
9,2,8,1.022145699231721,cerca
9,3,4,1.0322116910320889,cerca
9,3,8,1.0376958213122582,cerca
9,4,4,1.020025300730788,cerca
9,4,8,1.0180837934142521,cerca
9,5,4,1.0083347179308193,cerca
9,5,8,1.013393378517987,cerca
9,6,4,1.0300265622761622,cerca
9,6,8,1.0318871174056918,cerca
9,7,4,1.0212239393258378,cerca
9,7,8,1.0263510391937507,cerca
9,8,4,1.0155827995325792,cerca
9,8,8,1.0182107885577765,cerca
9,9,4,1.046627250686327,cerca
9,9,8,1.0455909576951958,cerca
9,10,4,1.01367838111774,cerca
9,10,8,1.0136056113021745,cerca
9,11,4,1.0113054137693804,cerca
9,11,8,1.0185602274624934,cerca
10,0,4,1.0588270863156635,cerca
10,0,8,1.0513775253326736,cerca
10,1,4,1.0575582658308,cerca
10,1,8,1.0530740423651221,cerca
10,2,4,1.0238479603382724,cerca
10,2,8,1.0230701013191204,cerca
10,3,4,1.0340044053716204,cerca
10,3,8,1.0351657121132707,cerca
10,4,4,1.0295285688130662,cerca
10,4,8,1.026716382709756,cerca
10,5,4,1.0362137629463517,cerca
10,5,8,1.0341456709821428,cerca
10,6,4,1.0183139711558922,cerca
10,6,8,1.020404303096344,cerca
10,7,4,1.019874302874856,cerca
10,7,8,1.018284281440431,cerca
10,8,4,1.0428488620145282,cerca
10,8,8,1.0399730304929429,cerca
10,9,4,1.0362595815658833,cerca
10,9,8,1.0347404987222313,cerca
10,10,4,1.0310975236074997,cerca
10,10,8,1.0305102591795847,cerca
10,11,4,1.022243303771771,cerca
10,11,8,1.021192252308778,cerca
11,0,4,1.0352561920283314,cerca
11,0,8,1.0371820892901529,cerca
11,1,4,1.021082402941439,cerca
11,1,8,1.0208475427865147,cerca
11,2,4,1.0461403318184408,cerca
11,2,8,1.0457370151226617,cerca
11,3,4,1.0372552639950716,cerca
11,3,8,1.0311223729527887,cerca
11,4,4,1.037692637346133,cerca
11,4,8,1.041638727147091,cerca
11,5,4,1.029176643513216,cerca
11,5,8,1.0285607191694124,cerca
11,6,4,1.023547770161083,cerca
11,6,8,1.0208697864263088,cerca
11,7,4,1.0120659790202648,cerca
11,7,8,1.0099170582772838,cerca
11,8,4,1.0501082319392818,cerca
11,8,8,1.051991932200984,cerca
11,9,4,1.0309794536416317,cerca
11,9,8,1.0305737175965133,cerca
11,10,4,1.0317632320232333,cerca
11,10,8,1.034572096968626,cerca
11,11,4,1.0213488626793683,cerca
11,11,8,1.0209909400362795,cerca
