capa,cabeza,bits,ph_mejor,comp_unico,comp_min_por_cabeza,muestra_compartida,mejora_relativa,mejora_implementacion_vieja
3,8,4,0.1615686707199327,0.1653910778185836,0.1627299323147184,22,0.023111325889318326,0.007136127805546226
3,8,8,0.0088843054040245,0.0090402973095726,0.0089081703854199,22,0.01725517427208092,0.0026789992066677307
3,9,4,0.1600124982817226,0.1646647312194572,0.1624972642407912,22,0.02825275882261847,0.015291124873257152
3,9,8,0.0088142886816652,0.0090389162052084,0.0088875509882097,22,0.024851156758568596,0.008243250209387407
3,10,4,0.1732704062292404,0.1763625885873427,0.1745002858008753,22,0.01753309691624825,0.007048008924399861
3,10,8,0.0095250813475845,0.0096572841336883,0.0095414475194661,22,0.013689437348397558,0.001715271382901796
3,11,4,0.1695822982618336,0.1715289505887748,0.1704126936342543,22,0.011348826657303543,0.004872849285528652
3,11,8,0.0093029332655172,0.0094033304565949,0.009344757002408,22,0.010676769421337164,0.0044756366463057995
4,0,4,0.1580372717570259,0.1612421841384011,0.1596001110854337,5,0.019876389038642018,0.00979221955284997
4,0,8,0.0087044218381088,0.0089171018216521,0.0087688874810609,27,0.02385079679441151,0.007351633042542084
4,1,4,0.1634222601753727,0.1682387502094396,0.1638687107960537,5,0.02862889808721754,0.002724440916830263
4,1,8,0.0090262123019346,0.0091627738249592,0.0090033193538224,27,0.014903950008305421,-0.0025427231016170284
4,2,4,0.1752492814673397,0.1776734001047702,0.1765413318084107,5,0.013643677871876427,0.007318684683273917
4,2,8,0.0095893444304456,0.0097859314308096,0.0096422293049486,27,0.020088736749684616,0.0054847144607790485
4,3,4,0.1827827955585589,0.1822331068233642,0.180057134788011,5,-0.0030164043448345987,-0.015137754878510823
4,3,8,0.0100369909762117,0.0100891252638253,0.0099689562547989,27,0.005167374400685325,-0.006824658437040485
4,4,4,0.1606704314575607,0.1592909213789051,0.1592909213789051,5,-0.008660318282509922,-0.008660318282509922
4,4,8,0.0088354816888065,0.0089907454678996,0.0087460583268792,27,0.017269288697744932,-0.010224418656399349
4,5,4,0.1637868946191853,0.1668959640111994,0.1632318259332591,5,0.01862878716351389,-0.0034004930273410566
4,5,8,0.009007498511287,0.0091792935811849,0.0089372395599047,27,0.01871550009578456,-0.007861370494923674
4,6,4,0.1610529846710081,0.1632560983736112,0.1619805163447356,5,0.013494832502742412,0.00572619284503006
4,6,8,0.0088279200934417,0.0090632462735054,0.008911188735922,27,0.025964888624027425,0.009344279977444038
4,7,4,0.1649094159088035,0.1676698283093026,0.1653845355441118,5,0.01646338180419037,0.0028728177864101256
4,7,8,0.0090392378121072,0.0091781879334166,0.0090474368644829,27,0.01513916715558864,0.0009062292999121443
4,8,4,0.1786907775310014,0.178746643359345,0.1776679302628871,5,0.0003125419716626164,-0.0057570731341376104
4,8,8,0.0097622578620906,0.009915790376373,0.0097383678282736,27,0.015483638565840521,-0.0024531866364340335
4,9,4,0.1717436614336162,0.1793847267549323,0.1693348053557554,5,0.04259596376761222,-0.01422540435677133
4,9,8,0.0094267474853099,0.0094679921567241,0.0093305794445922,27,0.004356221544280422,-0.01030675975578747
4,10,4,0.1746471411820542,0.1758363190485134,0.1743417221731401,5,0.00676298203291608,-0.0017518411835510418
4,10,8,0.0096036065471204,0.0096471172224193,0.0095424550307144,27,0.004510225624478171,-0.006408363068955645
4,11,4,0.1613849386154874,0.162598710406171,0.1613043134017424,5,0.0074648303645927245,-0.000499832968162424
4,11,8,0.0088683889870759,0.008820055532831,0.008820055532831,27,-0.00547994897140812,-0.00547994897140812
5,0,4,0.1682059971327292,0.1736240187787134,0.1684988183976698,12,0.031205484610338008,0.0017378238478178275
5,0,8,0.0092222046339054,0.0095347197205558,0.009227324556197,12,0.032776536260069794,0.0005548653090523232
5,1,4,0.1730072382986316,0.1747293327768331,0.1733014251722568,12,0.009855783518620757,0.00169754445661822
5,1,8,0.0095186515363994,0.0095894395129726,0.00948726600138,12,0.0073818679889933085,-0.003308174875125787
5,2,4,0.171964724677291,0.1740617123800378,0.1721774512662679,12,0.01204738063341776,0.0012355078287687225
5,2,8,0.0094417060622554,0.0095265958747041,0.009496576296493,12,0.008910823295665043,0.0057778964254584205
5,3,4,0.1703524867783342,0.172669933432033,0.1710895097400039,12,0.013421251793155944,0.004307820875690794
5,3,8,0.0093727722531971,0.0094833316862245,0.0093981277275892,12,0.011658290217561285,0.0026979282605051266
5,4,4,0.1624016268506192,0.1664643864839285,0.1634449200108819,12,0.024406179118087443,0.006383148281349044
5,4,8,0.0089309492419416,0.009110430750752,0.0089678288645432,12,0.019700661112602783,0.004112436037602633
5,5,4,0.1635917419583053,0.1650209997465651,0.1638149643777654,12,0.008661066109493923,0.0013626497451437877
5,5,8,0.0089769729588995,0.0090776009561669,0.0089723140495127,12,0.011085307423547772,-0.0005192539361740988
