escala,bits,median,mean,max
2.0,4,2.8527292900598202,41.5340274467698,329037.5071642956
2.0,8,0.15627820728572067,2.221865615636216,17467.81547054417
8.0,4,1.100415081327184,7.166249251363564,16167.011029298084
8.0,8,0.06055025899112275,0.3977197892975302,951.3516882022532
32.0,4,0.19088004911647424,0.19091478638309958,0.2242047115493845
32.0,8,0.01048156269532875,0.010482011963178937,0.012329899540158
