escala,bits,median,mean,max
2.0,4,2.721332918398641,16.17615528913952,9539.373265779652
2.0,8,0.14923102769507054,0.8994282375149049,562.3792543562862
8.0,4,1.081202386809014,3.688041542473128,1877.74195386644
8.0,8,0.0594198568737684,0.20325622414688685,107.8011131829362
32.0,4,0.1865299639607363,0.19094426869465989,0.2916406018433471
32.0,8,0.0102396784355612,0.010496613344731053,0.0161813965132426
